scenario,measure_id,measure_name,vaccine_name,location_id,location_name,sex_id,sex_name,year_id,mean,lower,upper
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2025,0.687,0.631,0.746
worse,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2026,0.593,0.548,0.638
reference,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2026,0.653,0.607,0.698
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2026,0.72,0.657,0.785
worse,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2027,0.582,0.538,0.626
reference,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2027,0.662,0.617,0.706
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2027,0.755,0.684,0.826
worse,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2028,0.572,0.528,0.615
reference,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2028,0.67,0.626,0.714
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2028,0.791,0.713,0.872
worse,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2029,0.562,0.518,0.604
reference,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2029,0.678,0.634,0.722
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2029,0.829,0.742,0.919
worse,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2030,0.551,0.509,0.594
reference,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2030,0.686,0.643,0.729
better,18,Proportion,DTP3,12,Lao People's Democratic Republic,3,Both,2030,0.869,0.773,0.969
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2024,0.553,0.453,0.647
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2024,0.573,0.471,0.666
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2024,0.586,0.48,0.684
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2025,0.542,0.443,0.634
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2025,0.58,0.479,0.671
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2025,0.606,0.498,0.707
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2026,0.53,0.433,0.622
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2026,0.586,0.486,0.676
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2026,0.628,0.517,0.732
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2027,0.519,0.423,0.61
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2027,0.593,0.494,0.681
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2027,0.65,0.537,0.758
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2028,0.507,0.413,0.599
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2028,0.599,0.501,0.686
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2028,0.673,0.557,0.786
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2029,0.497,0.404,0.587
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2029,0.605,0.508,0.691
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2029,0.697,0.579,0.812
worse,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2030,0.486,0.395,0.576
reference,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2030,0.611,0.515,0.696
better,18,Proportion,MCV2,12,Lao People's Democratic Republic,3,Both,2030,0.72,0.601,0.83
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2024,0.612,0.566,0.659
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2024,0.632,0.587,0.68
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2024,0.653,0.602,0.705
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2025,0.601,0.556,0.648
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2025,0.641,0.596,0.688
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2025,0.685,0.629,0.744
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2026,0.59,0.546,0.636
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2026,0.65,0.605,0.696
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2026,0.717,0.653,0.783
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2027,0.58,0.536,0.625
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2027,0.659,0.614,0.705
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2027,0.752,0.681,0.824
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2028,0.569,0.526,0.614
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2028,0.667,0.623,0.712
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2028,0.788,0.709,0.868
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2029,0.559,0.516,0.603
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2029,0.675,0.632,0.72
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2029,0.826,0.739,0.915
worse,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2030,0.549,0.507,0.592
reference,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2030,0.683,0.64,0.727
better,18,Proportion,PCV3,12,Lao People's Democratic Republic,3,Both,2030,0.866,0.77,0.965
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2024,0.931,0.848,0.966
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2024,0.95,0.866,0.984
better,18,Proportion,DTP3,13,Malaysia,3,Both,2024,0.977,0.892,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2025,0.915,0.833,0.949
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2025,0.951,0.87,0.984
better,18,Proportion,DTP3,13,Malaysia,3,Both,2025,0.991,0.922,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2026,0.898,0.817,0.932
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2026,0.952,0.873,0.985
better,18,Proportion,DTP3,13,Malaysia,3,Both,2026,0.996,0.952,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2027,0.882,0.801,0.916
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2027,0.954,0.876,0.985
better,18,Proportion,DTP3,13,Malaysia,3,Both,2027,0.998,0.983,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2028,0.866,0.787,0.9
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2028,0.955,0.879,0.985
better,18,Proportion,DTP3,13,Malaysia,3,Both,2028,0.999,1,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2029,0.851,0.772,0.885
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2029,0.956,0.882,0.986
better,18,Proportion,DTP3,13,Malaysia,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,13,Malaysia,3,Both,2030,0.836,0.757,0.87
reference,18,Proportion,DTP3,13,Malaysia,3,Both,2030,0.957,0.884,0.986
better,18,Proportion,DTP3,13,Malaysia,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2024,0.967,0.95,0.978
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2024,0.994,0.989,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2024,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2025,0.94,0.911,0.959
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2025,0.994,0.989,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2025,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2026,0.915,0.874,0.941
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2026,0.994,0.99,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2026,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2027,0.89,0.84,0.923
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2027,0.994,0.99,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2027,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2028,0.866,0.807,0.905
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2028,0.994,0.99,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2028,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2029,0.843,0.775,0.888
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2029,0.994,0.99,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2029,0.997,0.995,0.998
worse,18,Proportion,MCV2,13,Malaysia,3,Both,2030,0.821,0.746,0.871
reference,18,Proportion,MCV2,13,Malaysia,3,Both,2030,0.994,0.99,0.997
better,18,Proportion,MCV2,13,Malaysia,3,Both,2030,0.997,0.995,0.998
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2024,0.902,0.821,0.937
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2024,0.92,0.841,0.953
better,18,Proportion,PCV3,13,Malaysia,3,Both,2024,0.946,0.865,0.971
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2025,0.892,0.812,0.928
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2025,0.928,0.85,0.961
better,18,Proportion,PCV3,13,Malaysia,3,Both,2025,0.967,0.9,0.978
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2026,0.88,0.799,0.916
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2026,0.933,0.857,0.965
better,18,Proportion,PCV3,13,Malaysia,3,Both,2026,0.976,0.933,0.981
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2027,0.866,0.786,0.903
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2027,0.937,0.862,0.968
better,18,Proportion,PCV3,13,Malaysia,3,Both,2027,0.981,0.966,0.984
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2028,0.852,0.772,0.89
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2028,0.94,0.866,0.97
better,18,Proportion,PCV3,13,Malaysia,3,Both,2028,0.984,0.982,0.986
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2029,0.838,0.758,0.876
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2029,0.942,0.87,0.972
better,18,Proportion,PCV3,13,Malaysia,3,Both,2029,0.985,0.984,0.987
worse,18,Proportion,PCV3,13,Malaysia,3,Both,2030,0.824,0.745,0.862
reference,18,Proportion,PCV3,13,Malaysia,3,Both,2030,0.944,0.874,0.973
better,18,Proportion,PCV3,13,Malaysia,3,Both,2030,0.986,0.985,0.988
worse,18,Proportion,DTP3,14,Maldives,3,Both,2024,0.851,0.827,0.873
reference,18,Proportion,DTP3,14,Maldives,3,Both,2024,0.87,0.846,0.893
better,18,Proportion,DTP3,14,Maldives,3,Both,2024,0.895,0.87,0.919
worse,18,Proportion,DTP3,14,Maldives,3,Both,2025,0.836,0.811,0.858
reference,18,Proportion,DTP3,14,Maldives,3,Both,2025,0.874,0.85,0.896
better,18,Proportion,DTP3,14,Maldives,3,Both,2025,0.925,0.898,0.95
worse,18,Proportion,DTP3,14,Maldives,3,Both,2026,0.821,0.796,0.843
reference,18,Proportion,DTP3,14,Maldives,3,Both,2026,0.878,0.855,0.899
better,18,Proportion,DTP3,14,Maldives,3,Both,2026,0.956,0.927,0.983
worse,18,Proportion,DTP3,14,Maldives,3,Both,2027,0.806,0.782,0.828
reference,18,Proportion,DTP3,14,Maldives,3,Both,2027,0.881,0.858,0.902
better,18,Proportion,DTP3,14,Maldives,3,Both,2027,0.986,0.956,1
worse,18,Proportion,DTP3,14,Maldives,3,Both,2028,0.792,0.767,0.813
reference,18,Proportion,DTP3,14,Maldives,3,Both,2028,0.884,0.862,0.904
better,18,Proportion,DTP3,14,Maldives,3,Both,2028,0.999,0.987,1
worse,18,Proportion,DTP3,14,Maldives,3,Both,2029,0.778,0.753,0.799
reference,18,Proportion,DTP3,14,Maldives,3,Both,2029,0.887,0.865,0.907
better,18,Proportion,DTP3,14,Maldives,3,Both,2029,1,1,1
worse,18,Proportion,DTP3,14,Maldives,3,Both,2030,0.764,0.738,0.785
reference,18,Proportion,DTP3,14,Maldives,3,Both,2030,0.89,0.868,0.909
better,18,Proportion,DTP3,14,Maldives,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,14,Maldives,3,Both,2024,0.883,0.851,0.908
reference,18,Proportion,MCV2,14,Maldives,3,Both,2024,0.906,0.874,0.931
better,18,Proportion,MCV2,14,Maldives,3,Both,2024,0.934,0.901,0.961
worse,18,Proportion,MCV2,14,Maldives,3,Both,2025,0.864,0.831,0.889
reference,18,Proportion,MCV2,14,Maldives,3,Both,2025,0.909,0.878,0.934
better,18,Proportion,MCV2,14,Maldives,3,Both,2025,0.967,0.933,0.995
worse,18,Proportion,MCV2,14,Maldives,3,Both,2026,0.846,0.813,0.869
reference,18,Proportion,MCV2,14,Maldives,3,Both,2026,0.912,0.882,0.936
better,18,Proportion,MCV2,14,Maldives,3,Both,2026,0.993,0.966,0.999
worse,18,Proportion,MCV2,14,Maldives,3,Both,2027,0.828,0.794,0.851
reference,18,Proportion,MCV2,14,Maldives,3,Both,2027,0.914,0.885,0.938
better,18,Proportion,MCV2,14,Maldives,3,Both,2027,0.999,0.999,0.999
worse,18,Proportion,MCV2,14,Maldives,3,Both,2028,0.81,0.776,0.834
reference,18,Proportion,MCV2,14,Maldives,3,Both,2028,0.917,0.888,0.939
better,18,Proportion,MCV2,14,Maldives,3,Both,2028,0.999,0.999,0.999
worse,18,Proportion,MCV2,14,Maldives,3,Both,2029,0.793,0.759,0.816
reference,18,Proportion,MCV2,14,Maldives,3,Both,2029,0.919,0.891,0.941
better,18,Proportion,MCV2,14,Maldives,3,Both,2029,0.999,0.999,0.999
worse,18,Proportion,MCV2,14,Maldives,3,Both,2030,0.776,0.741,0.8
reference,18,Proportion,MCV2,14,Maldives,3,Both,2030,0.921,0.893,0.943
better,18,Proportion,MCV2,14,Maldives,3,Both,2030,0.999,0.999,0.999
worse,18,Proportion,PCV3,14,Maldives,3,Both,2024,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2024,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2024,0,0,0
worse,18,Proportion,PCV3,14,Maldives,3,Both,2025,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2025,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2025,0,0,0
worse,18,Proportion,PCV3,14,Maldives,3,Both,2026,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2026,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2026,0,0,0
worse,18,Proportion,PCV3,14,Maldives,3,Both,2027,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2027,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2027,0.986,0.956,1
worse,18,Proportion,PCV3,14,Maldives,3,Both,2028,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2028,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2028,0.999,0.987,1
worse,18,Proportion,PCV3,14,Maldives,3,Both,2029,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2029,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2029,1,1,1
worse,18,Proportion,PCV3,14,Maldives,3,Both,2030,0,0,0
reference,18,Proportion,PCV3,14,Maldives,3,Both,2030,0,0,0
better,18,Proportion,PCV3,14,Maldives,3,Both,2030,1,1,1
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2024,0.568,0.497,0.636
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2024,0.584,0.512,0.653
better,18,Proportion,DTP3,15,Myanmar,3,Both,2024,0.597,0.523,0.67
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2025,0.557,0.489,0.624
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2025,0.59,0.518,0.658
better,18,Proportion,DTP3,15,Myanmar,3,Both,2025,0.617,0.54,0.693
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2026,0.547,0.48,0.613
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2026,0.595,0.524,0.664
better,18,Proportion,DTP3,15,Myanmar,3,Both,2026,0.638,0.558,0.716
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2027,0.538,0.472,0.602
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2027,0.601,0.53,0.669
better,18,Proportion,DTP3,15,Myanmar,3,Both,2027,0.659,0.576,0.741
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2028,0.528,0.463,0.591
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2028,0.607,0.537,0.675
better,18,Proportion,DTP3,15,Myanmar,3,Both,2028,0.681,0.596,0.765
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2029,0.519,0.455,0.581
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2029,0.613,0.543,0.68
better,18,Proportion,DTP3,15,Myanmar,3,Both,2029,0.703,0.616,0.79
worse,18,Proportion,DTP3,15,Myanmar,3,Both,2030,0.509,0.447,0.57
reference,18,Proportion,DTP3,15,Myanmar,3,Both,2030,0.62,0.55,0.686
better,18,Proportion,DTP3,15,Myanmar,3,Both,2030,0.727,0.637,0.818
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2024,0.624,0.524,0.727
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2024,0.643,0.542,0.745
better,18,Proportion,MCV2,15,Myanmar,3,Both,2024,0.715,0.598,0.827
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2025,0.611,0.513,0.714
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2025,0.649,0.549,0.751
better,18,Proportion,MCV2,15,Myanmar,3,Both,2025,0.803,0.676,0.929
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2026,0.599,0.502,0.701
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2026,0.656,0.556,0.757
better,18,Proportion,MCV2,15,Myanmar,3,Both,2026,0.894,0.756,0.971
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2027,0.587,0.491,0.689
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2027,0.662,0.563,0.762
better,18,Proportion,MCV2,15,Myanmar,3,Both,2027,0.95,0.843,0.973
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2028,0.575,0.48,0.676
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2028,0.669,0.57,0.768
better,18,Proportion,MCV2,15,Myanmar,3,Both,2028,0.968,0.935,0.974
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2029,0.564,0.469,0.663
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2029,0.675,0.578,0.773
better,18,Proportion,MCV2,15,Myanmar,3,Both,2029,0.971,0.964,0.975
worse,18,Proportion,MCV2,15,Myanmar,3,Both,2030,0.552,0.459,0.651
reference,18,Proportion,MCV2,15,Myanmar,3,Both,2030,0.682,0.585,0.778
better,18,Proportion,MCV2,15,Myanmar,3,Both,2030,0.972,0.966,0.976
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2024,0.567,0.497,0.635
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2024,0.583,0.511,0.652
better,18,Proportion,PCV3,15,Myanmar,3,Both,2024,0.597,0.522,0.669
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2025,0.557,0.488,0.623
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2025,0.589,0.518,0.658
better,18,Proportion,PCV3,15,Myanmar,3,Both,2025,0.616,0.54,0.692
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2026,0.547,0.48,0.612
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2026,0.595,0.524,0.663
better,18,Proportion,PCV3,15,Myanmar,3,Both,2026,0.637,0.557,0.716
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2027,0.537,0.471,0.601
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2027,0.601,0.53,0.669
better,18,Proportion,PCV3,15,Myanmar,3,Both,2027,0.658,0.576,0.74
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2028,0.528,0.463,0.591
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2028,0.607,0.536,0.674
better,18,Proportion,PCV3,15,Myanmar,3,Both,2028,0.68,0.595,0.764
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2029,0.518,0.455,0.58
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2029,0.613,0.543,0.68
better,18,Proportion,PCV3,15,Myanmar,3,Both,2029,0.703,0.615,0.789
worse,18,Proportion,PCV3,15,Myanmar,3,Both,2030,0.509,0.447,0.57
reference,18,Proportion,PCV3,15,Myanmar,3,Both,2030,0.619,0.549,0.686
better,18,Proportion,PCV3,15,Myanmar,3,Both,2030,0.726,0.636,0.817
worse,18,Proportion,DTP3,16,Philippines,3,Both,2024,0.844,0.785,0.889
reference,18,Proportion,DTP3,16,Philippines,3,Both,2024,0.862,0.804,0.907
better,18,Proportion,DTP3,16,Philippines,3,Both,2024,0.888,0.826,0.935
worse,18,Proportion,DTP3,16,Philippines,3,Both,2025,0.829,0.77,0.873
reference,18,Proportion,DTP3,16,Philippines,3,Both,2025,0.866,0.808,0.91
better,18,Proportion,DTP3,16,Philippines,3,Both,2025,0.917,0.854,0.966
worse,18,Proportion,DTP3,16,Philippines,3,Both,2026,0.814,0.756,0.857
reference,18,Proportion,DTP3,16,Philippines,3,Both,2026,0.869,0.812,0.912
better,18,Proportion,DTP3,16,Philippines,3,Both,2026,0.948,0.882,0.999
worse,18,Proportion,DTP3,16,Philippines,3,Both,2027,0.799,0.742,0.842
reference,18,Proportion,DTP3,16,Philippines,3,Both,2027,0.872,0.816,0.914
better,18,Proportion,DTP3,16,Philippines,3,Both,2027,0.976,0.911,1
worse,18,Proportion,DTP3,16,Philippines,3,Both,2028,0.785,0.729,0.826
reference,18,Proportion,DTP3,16,Philippines,3,Both,2028,0.875,0.82,0.916
better,18,Proportion,DTP3,16,Philippines,3,Both,2028,0.993,0.941,1
worse,18,Proportion,DTP3,16,Philippines,3,Both,2029,0.771,0.716,0.811
reference,18,Proportion,DTP3,16,Philippines,3,Both,2029,0.878,0.824,0.918
better,18,Proportion,DTP3,16,Philippines,3,Both,2029,0.998,0.972,1
worse,18,Proportion,DTP3,16,Philippines,3,Both,2030,0.757,0.703,0.797
reference,18,Proportion,DTP3,16,Philippines,3,Both,2030,0.88,0.827,0.92
better,18,Proportion,DTP3,16,Philippines,3,Both,2030,1,1,1
worse,18,Proportion,MCV2,16,Philippines,3,Both,2024,0.728,0.643,0.802
reference,18,Proportion,MCV2,16,Philippines,3,Both,2024,0.75,0.665,0.824
better,18,Proportion,MCV2,16,Philippines,3,Both,2024,0.775,0.687,0.851
worse,18,Proportion,MCV2,16,Philippines,3,Both,2025,0.712,0.627,0.786
reference,18,Proportion,MCV2,16,Philippines,3,Both,2025,0.756,0.673,0.829
better,18,Proportion,MCV2,16,Philippines,3,Both,2025,0.808,0.716,0.885
worse,18,Proportion,MCV2,16,Philippines,3,Both,2026,0.696,0.611,0.769
reference,18,Proportion,MCV2,16,Philippines,3,Both,2026,0.761,0.68,0.833
better,18,Proportion,MCV2,16,Philippines,3,Both,2026,0.842,0.748,0.92
worse,18,Proportion,MCV2,16,Philippines,3,Both,2027,0.68,0.596,0.753
reference,18,Proportion,MCV2,16,Philippines,3,Both,2027,0.766,0.685,0.837
better,18,Proportion,MCV2,16,Philippines,3,Both,2027,0.875,0.781,0.939
worse,18,Proportion,MCV2,16,Philippines,3,Both,2028,0.665,0.581,0.737
reference,18,Proportion,MCV2,16,Philippines,3,Both,2028,0.77,0.691,0.84
better,18,Proportion,MCV2,16,Philippines,3,Both,2028,0.904,0.815,0.945
worse,18,Proportion,MCV2,16,Philippines,3,Both,2029,0.649,0.567,0.72
reference,18,Proportion,MCV2,16,Philippines,3,Both,2029,0.774,0.695,0.842
better,18,Proportion,MCV2,16,Philippines,3,Both,2029,0.922,0.848,0.947
worse,18,Proportion,MCV2,16,Philippines,3,Both,2030,0.634,0.552,0.705
reference,18,Proportion,MCV2,16,Philippines,3,Both,2030,0.777,0.7,0.845
better,18,Proportion,MCV2,16,Philippines,3,Both,2030,0.931,0.881,0.948
worse,18,Proportion,PCV3,16,Philippines,3,Both,2024,0.833,0.775,0.877
reference,18,Proportion,PCV3,16,Philippines,3,Both,2024,0.852,0.794,0.896
better,18,Proportion,PCV3,16,Philippines,3,Both,2024,0.878,0.817,0.924
worse,18,Proportion,PCV3,16,Philippines,3,Both,2025,0.82,0.763,0.863
reference,18,Proportion,PCV3,16,Philippines,3,Both,2025,0.858,0.801,0.901
better,18,Proportion,PCV3,16,Philippines,3,Both,2025,0.91,0.847,0.96
worse,18,Proportion,PCV3,16,Philippines,3,Both,2026,0.806,0.75,0.847
reference,18,Proportion,PCV3,16,Philippines,3,Both,2026,0.862,0.806,0.905
better,18,Proportion,PCV3,16,Philippines,3,Both,2026,0.943,0.877,0.996
worse,18,Proportion,PCV3,16,Philippines,3,Both,2027,0.792,0.737,0.832
reference,18,Proportion,PCV3,16,Philippines,3,Both,2027,0.866,0.811,0.908
better,18,Proportion,PCV3,16,Philippines,3,Both,2027,0.972,0.907,0.997
worse,18,Proportion,PCV3,16,Philippines,3,Both,2028,0.778,0.724,0.817
reference,18,Proportion,PCV3,16,Philippines,3,Both,2028,0.87,0.815,0.91
